Damage,AC_Mass,Num_ENGS,Month,Year,Day,Night,Dawn,Height,Speed,Sky_NoCloud,Sky_Overcast,Fog,Rain,Seen_1,Seen_2to10,Seen_11to100,Struck_1,Struck_2to10,Struck_11to100,Size_Small,Size_Medium
0,4,2,8,2015,0,1,0,100,,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,8,2015,1,0,0,0,,0,1,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2015,1,0,0,,,0,1,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2015,1,0,0,100,140,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,7,2015,1,0,0,0,120,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2015,1,0,0,0,,0,0,0,1,1,0,0,1,0,0,1,0
0,4,2,7,2015,1,0,0,0,,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2015,0,1,0,50,135,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2015,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0
0,4,2,7,2015,1,0,0,400,140,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2015,1,0,0,150,175,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2015,1,0,0,0,110,0,0,0,0,0,1,0,0,1,0,1,0
0,4,2,7,2015,1,0,0,10,145,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2015,1,0,0,0,100,0,0,0,0,0,1,0,0,1,0,1,0
0,4,2,7,2015,1,0,0,20,140,1,0,0,0,0,0,1,0,1,0,1,0
0,4,2,7,2015,1,0,0,2,140,1,0,0,0,1,0,0,0,1,0,1,0
0,1,2,7,2015,1,0,0,0,,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2015,1,0,0,10,125,0,1,0,0,0,0,1,1,0,0,0,1
0,4,2,7,2015,1,0,0,200,140,1,0,0,0,1,0,0,1,0,0,1,0
0,3,2,7,2015,1,0,0,0,,0,0,0,0,0,0,1,0,0,1,1,0
1,1,1,7,2015,1,0,0,800,130,0,0,0,0,1,0,0,1,0,0,0,0
0,4,3,6,2015,0,1,0,100,143,0,1,0,0,1,0,0,1,0,0,1,0
0,4,2,6,2015,1,0,0,75,180,0,0,0,0,0,0,1,0,1,0,1,0
0,4,2,6,2015,1,0,0,0,80,0,0,0,0,0,1,0,0,1,0,1,0
0,4,2,6,2015,1,0,0,400,136,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,6,2015,0,0,1,0,,0,0,0,0,0,1,0,0,1,0,1,0
0,4,2,6,2015,1,0,0,100,143,1,0,0,0,1,0,0,1,0,0,1,0
